drug_id,drug_name,approval_authority
400,Drug_154,FDA
136,Drug_237,FDA
489,Drug_117,FDA
220,Drug_120,FDA
56,Drug_425,EMA
44,Drug_160,EMA
310,Drug_394,FDA
58,Drug_153,EMA
130,Drug_46,FDA
158,Drug_355,EMA
20,Drug_104,EMA
48,Drug_374,EMA
343,Drug_105,EMA
158,Drug_273,FDA
374,Drug_416,EMA
128,Drug_343,FDA
274,Drug_22,EMA
162,Drug_410,FDA
359,Drug_407,EMA
478,Drug_41,FDA
184,Drug_283,EMA
175,Drug_462,EMA
336,Drug_423,FDA
492,Drug_75,EMA
183,Drug_3,EMA
334,Drug_170,EMA
343,Drug_141,FDA
282,Drug_93,FDA
236,Drug_319,EMA
171,Drug_171,EMA
359,Drug_269,FDA
58,Drug_316,FDA
41,Drug_452,FDA
24,Drug_497,FDA
406,Drug_91,FDA
208,Drug_193,FDA
73,Drug_303,EMA
59,Drug_244,FDA
366,Drug_204,FDA
163,Drug_12,FDA
445,Drug_417,EMA
367,Drug_351,EMA
61,Drug_310,EMA
464,Drug_72,FDA
304,Drug_239,FDA
198,Drug_58,FDA
174,Drug_229,FDA
467,Drug_275,FDA
242,Drug_79,FDA
484,Drug_265,FDA
307,Drug_172,EMA
407,Drug_30,EMA
237,Drug_64,FDA
323,Drug_175,FDA
128,Drug_149,EMA
488,Drug_229,EMA
441,Drug_437,EMA
498,Drug_82,EMA
278,Drug_262,EMA
355,Drug_404,FDA
110,Drug_194,FDA
165,Drug_334,EMA
424,Drug_7,EMA
135,Drug_226,FDA
227,Drug_183,FDA
469,Drug_248,EMA
492,Drug_68,FDA
175,Drug_149,EMA
84,Drug_256,EMA
472,Drug_216,EMA
412,Drug_339,EMA
187,Drug_167,FDA
29,Drug_134,EMA
397,Drug_124,FDA
167,Drug_86,FDA
451,Drug_51,FDA
26,Drug_386,EMA
318,Drug_353,EMA
261,Drug_244,EMA
152,Drug_140,FDA
174,Drug_368,EMA
117,Drug_414,FDA
66,Drug_50,EMA
85,Drug_177,EMA
458,Drug_15,FDA
478,Drug_360,FDA
72,Drug_263,EMA
201,Drug_362,EMA
490,Drug_52,FDA
372,Drug_357,FDA
313,Drug_431,EMA
468,Drug_283,FDA
108,Drug_82,EMA
372,Drug_209,FDA
428,Drug_269,EMA
369,Drug_482,FDA
193,Drug_214,EMA
171,Drug_450,EMA
52,Drug_332,FDA
485,Drug_37,FDA
436,Drug_482,EMA
294,Drug_80,EMA
217,Drug_86,EMA
426,Drug_247,EMA
204,Drug_387,FDA
122,Drug_104,EMA
17,Drug_400,EMA
125,Drug_105,FDA
442,Drug_29,EMA
327,Drug_473,FDA
298,Drug_13,FDA
342,Drug_271,FDA
1,Drug_196,FDA
398,Drug_122,FDA
56,Drug_89,FDA
143,Drug_23,EMA
376,Drug_364,EMA
440,Drug_362,EMA
18,Drug_83,FDA
499,Drug_72,FDA
367,Drug_252,EMA
227,Drug_359,EMA
46,Drug_338,FDA
224,Drug_82,EMA
359,Drug_383,EMA
10,Drug_387,FDA
107,Drug_89,FDA
314,Drug_481,EMA
5,Drug_372,FDA
50,Drug_390,EMA
215,Drug_152,EMA
496,Drug_458,EMA
186,Drug_226,FDA
179,Drug_310,EMA
322,Drug_373,FDA
248,Drug_102,EMA
281,Drug_196,EMA
156,Drug_91,EMA
411,Drug_143,FDA
28,Drug_292,FDA
100,Drug_91,EMA
345,Drug_211,FDA
369,Drug_90,FDA
249,Drug_447,FDA
231,Drug_62,EMA
49,Drug_498,EMA
44,Drug_348,FDA
151,Drug_207,FDA
485,Drug_145,EMA
201,Drug_119,EMA
383,Drug_382,FDA
173,Drug_211,EMA
310,Drug_53,EMA
294,Drug_479,EMA
89,Drug_240,EMA
242,Drug_200,EMA
362,Drug_153,EMA
417,Drug_18,EMA
8,Drug_354,EMA
210,Drug_109,FDA
416,Drug_345,FDA
350,Drug_176,EMA
63,Drug_494,EMA
400,Drug_195,FDA
421,Drug_121,EMA
361,Drug_462,EMA
200,Drug_3,EMA
264,Drug_463,EMA
294,Drug_444,FDA
235,Drug_368,EMA
293,Drug_410,EMA
278,Drug_224,EMA
53,Drug_21,EMA
390,Drug_12,EMA
150,Drug_5,FDA
455,Drug_97,EMA
313,Drug_331,EMA
150,Drug_44,FDA
80,Drug_385,EMA
95,Drug_234,EMA
327,Drug_357,FDA
454,Drug_73,FDA
369,Drug_130,FDA
126,Drug_340,FDA
226,Drug_437,EMA
239,Drug_369,FDA
146,Drug_76,FDA
304,Drug_397,FDA
215,Drug_75,FDA
278,Drug_267,FDA
117,Drug_264,FDA
206,Drug_222,FDA
44,Drug_293,FDA
239,Drug_263,EMA
40,Drug_32,FDA
430,Drug_4,EMA
495,Drug_321,FDA
233,Drug_281,FDA
308,Drug_210,EMA
292,Drug_90,EMA
12,Drug_195,EMA
316,Drug_363,EMA
74,Drug_342,FDA
101,Drug_23,FDA
452,Drug_209,FDA
386,Drug_157,FDA
132,Drug_342,EMA
352,Drug_78,FDA
486,Drug_89,EMA
350,Drug_104,EMA
421,Drug_307,EMA
345,Drug_482,EMA
300,Drug_202,FDA
166,Drug_473,FDA
70,Drug_74,FDA
20,Drug_95,FDA
463,Drug_408,FDA
365,Drug_241,EMA
413,Drug_74,FDA
457,Drug_35,FDA
22,Drug_454,FDA
46,Drug_195,EMA
362,Drug_147,FDA
185,Drug_94,EMA
331,Drug_200,FDA
170,Drug_114,EMA
158,Drug_212,FDA
240,Drug_109,EMA
361,Drug_344,EMA
41,Drug_155,EMA
34,Drug_178,EMA
328,Drug_420,FDA
45,Drug_384,EMA
266,Drug_132,FDA
486,Drug_98,EMA
373,Drug_298,FDA
184,Drug_419,FDA
187,Drug_376,FDA
403,Drug_168,EMA
119,Drug_109,EMA
312,Drug_223,EMA
25,Drug_161,EMA
287,Drug_2,EMA
99,Drug_326,EMA
437,Drug_290,FDA
115,Drug_307,FDA
260,Drug_179,FDA
160,Drug_416,FDA
259,Drug_468,FDA
122,Drug_478,FDA
248,Drug_69,FDA
240,Drug_195,EMA
76,Drug_433,FDA
374,Drug_36,EMA
90,Drug_120,FDA
500,Drug_51,EMA
94,Drug_207,EMA
217,Drug_269,EMA
418,Drug_295,EMA
376,Drug_327,FDA
415,Drug_19,FDA
432,Drug_332,FDA
16,Drug_270,FDA
172,Drug_329,EMA
363,Drug_206,EMA
309,Drug_472,EMA
379,Drug_492,EMA
306,Drug_207,FDA
18,Drug_387,FDA
436,Drug_199,FDA
114,Drug_202,FDA
499,Drug_235,FDA
406,Drug_434,EMA
366,Drug_163,FDA
130,Drug_190,FDA
297,Drug_302,FDA
95,Drug_94,FDA
374,Drug_171,EMA
125,Drug_241,EMA
411,Drug_26,EMA
396,Drug_172,EMA
148,Drug_134,EMA
353,Drug_23,EMA
20,Drug_496,EMA
498,Drug_50,EMA
115,Drug_491,EMA
3,Drug_217,FDA
480,Drug_407,FDA
452,Drug_375,EMA
279,Drug_58,EMA
146,Drug_119,EMA
249,Drug_486,EMA
292,Drug_283,EMA
350,Drug_474,EMA
242,Drug_322,EMA
44,Drug_500,FDA
458,Drug_196,EMA
355,Drug_462,EMA
72,Drug_91,FDA
280,Drug_481,EMA
299,Drug_338,EMA
114,Drug_424,EMA
83,Drug_281,EMA
410,Drug_496,EMA
416,Drug_88,FDA
477,Drug_129,EMA
372,Drug_106,FDA
140,Drug_237,FDA
295,Drug_213,EMA
369,Drug_359,EMA
60,Drug_358,EMA
400,Drug_372,EMA
155,Drug_494,EMA
499,Drug_333,FDA
242,Drug_425,EMA
166,Drug_258,FDA
111,Drug_466,FDA
439,Drug_469,FDA
54,Drug_285,FDA
213,Drug_312,FDA
175,Drug_472,FDA
278,Drug_345,EMA
324,Drug_129,EMA
451,Drug_491,FDA
251,Drug_376,EMA
368,Drug_313,EMA
82,Drug_436,FDA
49,Drug_213,EMA
232,Drug_125,EMA
292,Drug_379,EMA
252,Drug_156,FDA
326,Drug_22,EMA
41,Drug_117,EMA
74,Drug_409,FDA
31,Drug_171,EMA
454,Drug_171,FDA
75,Drug_167,FDA
157,Drug_172,FDA
473,Drug_325,EMA
427,Drug_204,FDA
312,Drug_456,EMA
340,Drug_471,EMA
273,Drug_491,FDA
236,Drug_375,FDA
484,Drug_107,EMA
477,Drug_304,FDA
412,Drug_216,EMA
235,Drug_171,EMA
67,Drug_211,FDA
39,Drug_321,FDA
426,Drug_86,EMA
374,Drug_153,EMA
355,Drug_74,EMA
231,Drug_303,FDA
439,Drug_406,EMA
147,Drug_40,FDA
458,Drug_43,FDA
324,Drug_363,FDA
408,Drug_310,FDA
211,Drug_130,EMA
250,Drug_252,EMA
159,Drug_336,EMA
81,Drug_30,FDA
105,Drug_257,EMA
162,Drug_96,EMA
302,Drug_145,FDA
377,Drug_6,FDA
346,Drug_443,FDA
125,Drug_316,EMA
216,Drug_217,FDA
245,Drug_100,EMA
494,Drug_52,FDA
439,Drug_451,EMA
23,Drug_393,EMA
92,Drug_370,FDA
87,Drug_403,EMA
92,Drug_3,FDA
361,Drug_408,FDA
73,Drug_165,EMA
155,Drug_496,FDA
290,Drug_485,FDA
97,Drug_431,FDA
279,Drug_18,FDA
14,Drug_144,FDA
114,Drug_184,FDA
95,Drug_85,FDA
185,Drug_342,FDA
387,Drug_495,EMA
419,Drug_142,EMA
11,Drug_435,FDA
63,Drug_153,FDA
366,Drug_32,EMA
246,Drug_486,EMA
65,Drug_480,FDA
367,Drug_71,FDA
181,Drug_290,FDA
262,Drug_336,EMA
118,Drug_69,EMA
135,Drug_83,EMA
499,Drug_331,FDA
457,Drug_331,FDA
244,Drug_121,FDA
344,Drug_234,EMA
429,Drug_486,FDA
97,Drug_110,EMA
275,Drug_209,FDA
194,Drug_301,EMA
44,Drug_199,FDA
289,Drug_16,FDA
248,Drug_452,EMA
196,Drug_388,FDA
210,Drug_271,EMA
317,Drug_466,EMA
173,Drug_192,FDA
454,Drug_406,EMA
249,Drug_448,EMA
273,Drug_268,EMA
167,Drug_333,EMA
146,Drug_84,FDA
237,Drug_418,FDA
37,Drug_369,FDA
444,Drug_28,EMA
303,Drug_152,EMA
102,Drug_59,EMA
134,Drug_447,FDA
120,Drug_494,FDA
168,Drug_111,FDA
69,Drug_398,FDA
477,Drug_43,EMA
78,Drug_478,EMA
160,Drug_322,FDA
370,Drug_16,FDA
283,Drug_215,EMA
427,Drug_499,FDA
443,Drug_188,FDA
319,Drug_250,FDA
79,Drug_1,EMA
340,Drug_106,EMA
422,Drug_376,FDA
135,Drug_167,EMA
293,Drug_40,EMA
490,Drug_139,EMA
174,Drug_471,EMA
89,Drug_393,FDA
67,Drug_289,EMA
322,Drug_215,FDA
142,Drug_203,EMA
33,Drug_31,EMA
234,Drug_339,FDA
435,Drug_253,FDA
218,Drug_170,EMA
92,Drug_342,EMA
312,Drug_136,EMA
36,Drug_289,FDA
476,Drug_30,EMA
433,Drug_493,FDA
184,Drug_311,EMA
116,Drug_163,EMA
237,Drug_484,FDA
487,Drug_232,EMA
240,Drug_195,EMA
227,Drug_202,EMA
96,Drug_259,EMA
430,Drug_480,FDA
297,Drug_495,EMA
174,Drug_3,FDA
234,Drug_316,FDA
257,Drug_499,EMA
387,Drug_128,EMA
410,Drug_49,FDA
228,Drug_474,EMA
128,Drug_475,FDA
458,Drug_13,EMA
330,Drug_250,EMA
442,Drug_335,EMA
421,Drug_199,EMA
242,Drug_311,EMA
240,Drug_100,EMA
474,Drug_70,EMA
348,Drug_299,FDA
205,Drug_184,EMA
272,Drug_344,FDA
214,Drug_138,FDA
200,Drug_479,FDA
108,Drug_445,FDA
452,Drug_310,EMA
387,Drug_77,EMA
159,Drug_462,EMA
354,Drug_77,EMA
243,Drug_8,EMA
278,Drug_353,FDA
438,Drug_15,FDA
349,Drug_322,FDA
17,Drug_235,EMA
61,Drug_426,FDA
410,Drug_313,FDA
70,Drug_378,EMA
23,Drug_129,EMA
229,Drug_240,FDA
250,Drug_398,EMA
455,Drug_372,FDA
63,Drug_225,EMA
147,Drug_25,FDA
212,Drug_383,FDA
439,Drug_276,FDA
20,Drug_82,EMA
120,Drug_433,FDA
59,Drug_405,EMA
266,Drug_241,FDA
70,Drug_46,EMA
317,Drug_256,EMA
120,Drug_419,FDA
130,Drug_153,FDA
349,Drug_446,EMA
282,Drug_91,FDA
434,Drug_29,EMA
40,Drug_41,EMA
428,Drug_97,FDA
193,Drug_166,FDA
463,Drug_219,EMA
77,Drug_382,FDA
86,Drug_72,EMA
463,Drug_161,FDA
475,Drug_490,EMA
406,Drug_266,FDA
469,Drug_147,EMA
268,Drug_244,EMA
232,Drug_288,EMA
475,Drug_340,EMA
83,Drug_136,FDA
466,Drug_92,FDA
298,Drug_293,EMA
121,Drug_356,EMA
42,Drug_233,EMA
284,Drug_149,EMA
427,Drug_464,EMA
448,Drug_236,EMA
206,Drug_416,FDA
454,Drug_320,FDA
430,Drug_123,EMA
115,Drug_311,EMA
79,Drug_334,FDA
102,Drug_4,FDA
390,Drug_304,FDA
206,Drug_214,EMA
145,Drug_441,FDA
149,Drug_422,EMA
286,Drug_228,EMA
437,Drug_74,FDA
5,Drug_210,FDA
445,Drug_453,FDA
471,Drug_221,FDA
462,Drug_478,FDA
388,Drug_294,FDA
148,Drug_42,FDA
409,Drug_122,FDA
338,Drug_244,FDA
119,Drug_82,FDA
174,Drug_37,FDA
218,Drug_8,EMA
471,Drug_5,FDA
362,Drug_237,FDA
290,Drug_276,EMA
276,Drug_38,EMA
374,Drug_472,FDA
231,Drug_319,FDA
417,Drug_16,FDA
183,Drug_463,FDA
168,Drug_12,FDA
57,Drug_245,EMA
45,Drug_109,EMA
349,Drug_104,FDA
272,Drug_107,EMA
194,Drug_34,EMA
152,Drug_146,FDA
274,Drug_167,FDA
156,Drug_58,EMA
13,Drug_242,EMA
167,Drug_448,FDA
96,Drug_176,EMA
353,Drug_196,FDA
204,Drug_346,EMA
282,Drug_219,EMA
178,Drug_396,EMA
374,Drug_359,FDA
373,Drug_210,FDA
175,Drug_62,EMA
454,Drug_50,FDA
482,Drug_344,FDA
172,Drug_98,FDA
127,Drug_322,FDA
290,Drug_191,FDA
475,Drug_309,FDA
49,Drug_478,FDA
257,Drug_152,FDA
125,Drug_341,EMA
127,Drug_220,EMA
55,Drug_376,FDA
370,Drug_500,EMA
486,Drug_125,FDA
167,Drug_214,EMA
245,Drug_210,FDA
13,Drug_216,FDA
188,Drug_399,FDA
350,Drug_229,FDA
368,Drug_304,EMA
226,Drug_187,EMA
260,Drug_496,EMA
186,Drug_177,FDA
53,Drug_419,FDA
34,Drug_246,FDA
103,Drug_4,EMA
294,Drug_1,FDA
236,Drug_466,FDA
225,Drug_337,EMA
264,Drug_367,EMA
329,Drug_151,FDA
461,Drug_321,FDA
124,Drug_132,FDA
462,Drug_122,EMA
34,Drug_1,EMA
154,Drug_8,EMA
16,Drug_343,EMA
487,Drug_18,EMA
498,Drug_348,FDA
286,Drug_334,EMA
79,Drug_82,EMA
227,Drug_57,FDA
154,Drug_378,EMA
66,Drug_180,FDA
130,Drug_458,EMA
486,Drug_241,EMA
296,Drug_3,EMA
122,Drug_110,FDA
271,Drug_428,FDA
359,Drug_15,FDA
430,Drug_419,FDA
81,Drug_147,EMA
46,Drug_371,FDA
265,Drug_464,FDA
13,Drug_44,FDA
273,Drug_478,EMA
82,Drug_237,EMA
184,Drug_221,EMA
2,Drug_120,EMA
151,Drug_467,FDA
412,Drug_82,EMA
396,Drug_258,EMA
154,Drug_433,EMA
80,Drug_469,EMA
427,Drug_114,FDA
404,Drug_130,FDA
189,Drug_467,FDA
320,Drug_180,FDA
459,Drug_466,EMA
253,Drug_312,EMA
90,Drug_64,EMA
378,Drug_425,EMA
457,Drug_301,FDA
16,Drug_393,FDA
384,Drug_395,FDA
333,Drug_343,EMA
230,Drug_14,FDA
405,Drug_330,EMA
55,Drug_161,EMA
471,Drug_302,FDA
430,Drug_195,FDA
131,Drug_166,EMA
409,Drug_337,EMA
157,Drug_105,FDA
40,Drug_462,EMA
199,Drug_279,EMA
463,Drug_192,EMA
40,Drug_315,FDA
3,Drug_219,FDA
220,Drug_101,FDA
284,Drug_288,FDA
174,Drug_280,FDA
76,Drug_460,EMA
296,Drug_382,FDA
80,Drug_191,EMA
166,Drug_8,FDA
22,Drug_145,FDA
212,Drug_167,FDA
327,Drug_189,FDA
44,Drug_296,EMA
125,Drug_268,EMA
343,Drug_232,EMA
90,Drug_47,EMA
21,Drug_469,FDA
189,Drug_339,EMA
405,Drug_384,FDA
158,Drug_140,EMA
450,Drug_303,FDA
313,Drug_212,EMA
425,Drug_159,FDA
204,Drug_322,FDA
479,Drug_489,EMA
236,Drug_236,EMA
373,Drug_460,FDA
157,Drug_416,EMA
496,Drug_249,EMA
480,Drug_489,FDA
382,Drug_500,EMA
461,Drug_168,FDA
247,Drug_72,EMA
88,Drug_466,EMA
399,Drug_131,EMA
123,Drug_3,FDA
132,Drug_289,EMA
466,Drug_147,FDA
329,Drug_38,FDA
476,Drug_367,FDA
255,Drug_367,EMA
78,Drug_498,EMA
278,Drug_267,FDA
17,Drug_255,FDA
15,Drug_134,EMA
110,Drug_305,EMA
407,Drug_418,EMA
88,Drug_439,FDA
330,Drug_219,FDA
132,Drug_68,FDA
117,Drug_73,EMA
480,Drug_401,EMA
35,Drug_291,EMA
328,Drug_372,FDA
249,Drug_75,EMA
85,Drug_52,EMA
385,Drug_70,FDA
61,Drug_233,FDA
194,Drug_265,FDA
252,Drug_229,EMA
176,Drug_128,EMA
291,Drug_258,FDA
75,Drug_467,EMA
170,Drug_297,EMA
51,Drug_166,FDA
403,Drug_243,FDA
385,Drug_282,EMA
252,Drug_21,EMA
407,Drug_491,EMA
384,Drug_217,EMA
69,Drug_242,EMA
81,Drug_303,EMA
240,Drug_258,EMA
239,Drug_310,EMA
216,Drug_57,FDA
421,Drug_23,EMA
22,Drug_93,FDA
177,Drug_62,FDA
50,Drug_212,FDA
416,Drug_379,FDA
167,Drug_243,FDA
63,Drug_70,EMA
422,Drug_216,EMA
46,Drug_370,FDA
134,Drug_354,EMA
378,Drug_114,EMA
389,Drug_457,EMA
320,Drug_142,FDA
115,Drug_411,EMA
144,Drug_151,FDA
395,Drug_404,EMA
4,Drug_72,FDA
236,Drug_284,FDA
148,Drug_96,EMA
164,Drug_201,FDA
82,Drug_41,EMA
299,Drug_96,FDA
251,Drug_473,FDA
481,Drug_419,EMA
170,Drug_83,EMA
56,Drug_207,FDA
235,Drug_406,FDA
332,Drug_480,FDA
220,Drug_244,EMA
328,Drug_296,EMA
389,Drug_225,EMA
242,Drug_358,EMA
91,Drug_82,FDA
433,Drug_129,EMA
459,Drug_270,FDA
239,Drug_467,FDA
445,Drug_472,EMA
455,Drug_279,EMA
129,Drug_282,EMA
315,Drug_371,EMA
394,Drug_267,EMA
462,Drug_362,EMA
86,Drug_126,EMA
493,Drug_201,FDA
473,Drug_375,EMA
62,Drug_281,EMA
244,Drug_486,FDA
19,Drug_42,FDA
179,Drug_332,EMA
89,Drug_287,EMA
414,Drug_126,FDA
129,Drug_221,EMA
306,Drug_219,EMA
107,Drug_88,EMA
177,Drug_7,FDA
93,Drug_427,EMA
419,Drug_470,FDA
194,Drug_299,FDA
155,Drug_365,EMA
292,Drug_79,FDA
482,Drug_391,EMA
190,Drug_468,FDA
300,Drug_363,EMA
369,Drug_321,FDA
214,Drug_209,FDA
66,Drug_2,FDA
90,Drug_29,FDA
329,Drug_348,EMA
224,Drug_80,FDA
155,Drug_280,EMA
85,Drug_149,EMA
271,Drug_314,EMA
427,Drug_441,EMA
308,Drug_372,EMA
107,Drug_58,EMA
420,Drug_149,FDA
466,Drug_455,EMA
24,Drug_80,EMA
476,Drug_383,FDA
355,Drug_108,EMA
464,Drug_431,FDA
249,Drug_318,FDA
83,Drug_420,EMA
423,Drug_382,FDA
162,Drug_146,EMA
160,Drug_13,EMA
25,Drug_8,FDA
128,Drug_97,EMA
323,Drug_385,FDA
211,Drug_391,FDA
158,Drug_316,EMA
208,Drug_398,EMA
236,Drug_309,FDA
152,Drug_23,EMA
408,Drug_249,EMA
90,Drug_269,FDA
276,Drug_447,FDA
240,Drug_282,EMA
347,Drug_494,FDA
45,Drug_95,FDA
3,Drug_147,EMA
263,Drug_314,FDA
224,Drug_266,FDA
104,Drug_166,FDA
87,Drug_359,EMA
10,Drug_105,EMA
166,Drug_14,FDA
252,Drug_128,EMA
46,Drug_363,EMA
152,Drug_219,FDA
357,Drug_53,FDA
312,Drug_483,EMA
467,Drug_360,EMA
258,Drug_428,EMA
68,Drug_169,FDA
479,Drug_348,EMA
316,Drug_471,EMA
387,Drug_192,FDA
131,Drug_167,EMA
496,Drug_276,EMA
248,Drug_418,EMA
386,Drug_345,EMA
298,Drug_126,FDA
486,Drug_435,FDA
354,Drug_95,EMA
46,Drug_23,EMA
373,Drug_208,FDA
54,Drug_401,EMA
443,Drug_179,FDA
480,Drug_281,EMA
453,Drug_349,EMA
331,Drug_83,FDA
293,Drug_18,FDA
133,Drug_221,FDA
352,Drug_221,FDA
41,Drug_153,FDA
402,Drug_265,FDA
470,Drug_275,FDA
45,Drug_455,EMA
394,Drug_325,EMA
230,Drug_330,EMA
48,Drug_90,FDA
301,Drug_451,FDA
319,Drug_330,FDA
61,Drug_224,EMA
455,Drug_275,EMA
110,Drug_76,EMA
415,Drug_35,EMA
284,Drug_298,FDA
316,Drug_397,FDA
142,Drug_145,EMA
166,Drug_74,FDA
359,Drug_480,FDA
245,Drug_22,FDA
138,Drug_407,EMA
498,Drug_481,EMA
42,Drug_412,FDA
240,Drug_458,EMA
60,Drug_199,FDA
302,Drug_464,EMA
142,Drug_174,EMA
387,Drug_189,EMA
201,Drug_315,EMA
195,Drug_494,FDA
291,Drug_481,FDA
426,Drug_329,EMA
25,Drug_61,FDA
474,Drug_54,FDA
370,Drug_413,EMA
210,Drug_203,EMA
323,Drug_378,EMA
438,Drug_455,EMA
124,Drug_82,FDA
223,Drug_424,EMA
468,Drug_497,EMA
252,Drug_335,EMA
44,Drug_74,FDA
199,Drug_10,FDA
175,Drug_306,EMA
154,Drug_85,EMA
8,Drug_140,FDA
73,Drug_406,EMA
381,Drug_360,EMA
1,Drug_278,EMA
1,Drug_58,EMA
474,Drug_272,FDA
2,Drug_200,FDA
32,Drug_51,FDA
415,Drug_347,FDA
62,Drug_328,FDA
453,Drug_249,EMA
416,Drug_8,FDA
53,Drug_130,EMA
249,Drug_147,EMA
391,Drug_439,FDA
24,Drug_191,EMA
38,Drug_203,FDA
447,Drug_80,EMA
61,Drug_234,FDA
485,Drug_396,EMA
329,Drug_434,EMA
371,Drug_85,EMA
238,Drug_25,FDA
307,Drug_109,EMA
242,Drug_345,FDA
208,Drug_481,EMA
208,Drug_304,FDA
53,Drug_438,FDA
26,Drug_150,EMA
340,Drug_309,EMA
77,Drug_98,EMA
330,Drug_69,EMA
26,Drug_336,EMA
238,Drug_266,EMA
447,Drug_101,EMA
193,Drug_451,EMA
483,Drug_48,FDA
427,Drug_194,EMA
440,Drug_456,EMA
268,Drug_349,EMA
194,Drug_185,EMA
409,Drug_405,EMA
396,Drug_387,EMA
15,Drug_152,FDA
61,Drug_341,EMA
202,Drug_394,FDA
367,Drug_75,FDA
224,Drug_347,FDA
416,Drug_320,FDA
182,Drug_299,EMA
472,Drug_164,FDA
242,Drug_192,EMA
269,Drug_482,EMA
107,Drug_103,FDA
112,Drug_109,FDA
49,Drug_249,FDA
75,Drug_83,EMA
238,Drug_246,FDA
39,Drug_97,EMA
348,Drug_365,FDA
55,Drug_448,EMA
365,Drug_381,EMA
285,Drug_154,EMA
86,Drug_263,EMA
444,Drug_262,EMA
127,Drug_309,FDA
192,Drug_19,FDA
21,Drug_253,EMA
254,Drug_32,EMA
439,Drug_120,FDA
405,Drug_486,FDA
135,Drug_18,FDA
259,Drug_128,FDA
416,Drug_317,EMA
77,Drug_125,FDA
318,Drug_303,FDA
313,Drug_212,FDA
74,Drug_48,EMA
436,Drug_249,FDA
143,Drug_206,EMA
409,Drug_76,EMA
119,Drug_266,EMA
49,Drug_173,EMA
127,Drug_17,EMA
42,Drug_367,FDA
218,Drug_188,EMA
305,Drug_215,FDA
414,Drug_204,EMA
15,Drug_78,FDA
14,Drug_409,EMA
167,Drug_20,FDA
2,Drug_497,EMA
18,Drug_319,FDA
422,Drug_270,FDA
386,Drug_303,FDA
213,Drug_371,EMA
477,Drug_47,EMA
81,Drug_148,EMA
242,Drug_150,FDA
243,Drug_90,EMA
291,Drug_243,EMA
28,Drug_407,FDA
107,Drug_427,FDA
165,Drug_303,EMA
488,Drug_121,EMA
71,Drug_135,EMA
79,Drug_155,EMA
273,Drug_97,EMA
93,Drug_152,FDA
86,Drug_5,FDA
333,Drug_383,FDA
470,Drug_458,FDA
479,Drug_20,EMA
213,Drug_169,EMA
220,Drug_29,FDA
235,Drug_214,EMA
429,Drug_195,FDA
423,Drug_129,FDA
123,Drug_172,FDA
423,Drug_344,EMA
130,Drug_271,FDA
498,Drug_34,FDA
175,Drug_14,EMA
139,Drug_165,EMA
286,Drug_309,EMA
66,Drug_109,EMA
61,Drug_381,EMA
433,Drug_456,FDA
92,Drug_339,FDA
72,Drug_193,FDA
164,Drug_475,FDA
420,Drug_83,EMA
222,Drug_375,FDA
272,Drug_326,FDA
446,Drug_138,FDA
362,Drug_439,EMA
244,Drug_208,FDA
169,Drug_321,EMA
413,Drug_445,EMA
115,Drug_164,EMA
284,Drug_220,EMA
468,Drug_308,FDA
459,Drug_252,EMA
284,Drug_441,FDA
169,Drug_292,FDA
98,Drug_499,EMA
157,Drug_386,EMA
360,Drug_75,FDA
40,Drug_93,FDA
461,Drug_229,EMA
347,Drug_394,FDA
170,Drug_86,EMA
354,Drug_169,EMA
418,Drug_273,FDA
464,Drug_471,EMA
342,Drug_178,FDA
308,Drug_92,EMA
106,Drug_473,FDA
224,Drug_336,FDA
180,Drug_483,EMA
345,Drug_231,EMA
249,Drug_312,EMA
427,Drug_291,EMA
492,Drug_442,EMA
285,Drug_51,FDA
226,Drug_123,FDA
498,Drug_231,FDA
227,Drug_281,FDA
452,Drug_241,EMA
178,Drug_347,FDA
442,Drug_437,EMA
437,Drug_323,FDA
496,Drug_178,FDA
54,Drug_455,FDA
369,Drug_321,FDA
117,Drug_371,FDA
128,Drug_434,EMA
176,Drug_467,FDA
150,Drug_211,FDA
400,Drug_152,EMA
129,Drug_442,EMA
419,Drug_376,FDA
261,Drug_122,FDA
164,Drug_132,FDA
257,Drug_397,EMA
275,Drug_112,FDA
158,Drug_381,EMA
229,Drug_158,EMA
130,Drug_95,FDA
120,Drug_344,EMA
128,Drug_147,EMA
263,Drug_142,EMA
411,Drug_275,EMA
109,Drug_292,EMA
86,Drug_63,EMA
51,Drug_432,EMA
36,Drug_345,EMA
100,Drug_187,FDA
384,Drug_400,EMA
323,Drug_139,EMA
401,Drug_97,EMA
82,Drug_44,EMA
207,Drug_402,FDA
97,Drug_413,FDA
492,Drug_443,EMA
341,Drug_106,EMA
295,Drug_68,FDA
75,Drug_407,EMA
197,Drug_355,EMA
152,Drug_459,FDA
122,Drug_50,FDA
23,Drug_443,EMA
386,Drug_45,EMA
404,Drug_49,FDA
483,Drug_295,FDA
112,Drug_268,EMA
259,Drug_257,EMA
183,Drug_286,FDA
443,Drug_17,EMA
149,Drug_10,FDA
19,Drug_356,FDA
199,Drug_354,FDA
354,Drug_407,EMA
226,Drug_250,EMA
458,Drug_218,FDA
404,Drug_488,EMA
179,Drug_118,EMA
44,Drug_309,FDA
78,Drug_495,EMA
361,Drug_435,EMA
79,Drug_84,EMA
41,Drug_106,EMA
462,Drug_499,FDA
49,Drug_238,EMA
140,Drug_480,EMA
2,Drug_337,FDA
136,Drug_33,FDA
