trial_id,outcome,adverse_effect,cost_usd
8906,Ongoing,Severe,15260.04
2218,Failure,Mild,33216.74
14965,Failure,None,10084.86
8143,Ongoing,None,28127.74
5839,Ongoing,None,15053.87
13950,Ongoing,Severe,31255.39
1556,Failure,Mild,3728.31
2075,Success,None,17270.68
5173,Failure,Severe,6975.13
4941,Ongoing,Severe,8169.27
5734,Success,Mild,40474.08
3293,Success,Mild,2228.66
7216,Failure,None,17817.55
13350,Ongoing,Mild,32857.16
12801,Success,Severe,16620.47
3048,Ongoing,Mild,44282.37
7269,Ongoing,None,33988.68
14895,Success,Severe,41194.9
4087,Failure,None,28905.89
1221,Success,None,3024.67
13022,Ongoing,Mild,42062.71
13037,Ongoing,Mild,7169.17
1594,Success,Severe,5355.31
182,Success,None,45221.86
10916,Ongoing,Mild,21733.45
8313,Failure,None,24555.81
4279,Ongoing,Severe,16603.9
5314,Success,None,26998.35
8025,Failure,Severe,35327.15
5140,Ongoing,None,48037.05
10919,Failure,Mild,39540.17
8742,Success,None,37822.98
11202,Success,Severe,7664.6
12876,Ongoing,Mild,30160.42
9674,Success,Mild,4231.18
11777,Ongoing,Mild,20948.96
10891,Success,Mild,33924.92
3330,Ongoing,None,4758.01
14485,Success,Severe,46438.23
1303,Ongoing,None,32068.42
5670,Success,None,21782.63
14354,Success,Severe,1656.43
1655,Failure,None,43700.77
10824,Ongoing,Severe,20562.07
14810,Ongoing,Severe,32074.53
13146,Failure,None,5950.58
2099,Failure,None,27342.39
959,Failure,Severe,8939.88
14477,Ongoing,None,15743.8
11491,Ongoing,None,28609.11
397,Success,Severe,47105.33
9710,Failure,Severe,40875.76
11885,Failure,None,47492.41
827,Ongoing,None,26157.97
5096,Success,Severe,20768.03
13884,Failure,Mild,14140.22
5163,Failure,None,18336.94
5583,Ongoing,Severe,23969.02
7498,Failure,Mild,23387.49
6044,Ongoing,None,31250.89
14008,Success,Mild,43175.37
10531,Ongoing,Mild,23231.78
13445,Ongoing,None,19358.46
13260,Ongoing,None,20651.73
13028,Failure,None,36581.36
4068,Ongoing,Mild,24239.88
2753,Failure,Mild,22318.93
14527,Ongoing,None,43576.0
6052,Ongoing,Mild,40304.92
6978,Success,Mild,33968.06
10178,Ongoing,Mild,7882.25
4658,Failure,Severe,22113.77
13050,Failure,Severe,13308.51
10473,Success,None,12394.48
364,Ongoing,Severe,37368.01
6577,Failure,Mild,15243.83
2400,Failure,Mild,12266.61
1214,Failure,Mild,29660.77
3141,Ongoing,Severe,42833.76
8698,Ongoing,None,35475.89
8618,Success,Mild,30564.73
10507,Failure,Severe,38493.54
2853,Ongoing,Mild,43637.87
5677,Ongoing,Severe,48314.16
13995,Failure,None,5085.8
10870,Success,Mild,26987.85
14549,Failure,None,6461.63
12539,Success,None,1976.22
14738,Ongoing,Severe,14345.71
4295,Ongoing,None,38160.86
4459,Ongoing,None,34477.42
3619,Failure,Severe,20803.11
3926,Failure,Mild,32804.65
3603,Ongoing,Mild,6400.52
13153,Success,Mild,7224.57
2455,Success,None,21688.42
529,Ongoing,Severe,25761.39
13911,Failure,Mild,22210.23
9181,Ongoing,Severe,22312.07
13664,Success,Severe,24470.13
9830,Ongoing,Mild,43772.19
6722,Success,None,14499.72
1282,Success,None,35682.96
3607,Ongoing,Severe,43023.51
12840,Ongoing,Mild,8982.16
15000,Ongoing,None,15798.7
5924,Failure,Mild,11728.91
4767,Success,Mild,45365.03
5335,Ongoing,Mild,44934.12
8216,Success,None,34382.17
6716,Success,None,6401.41
14544,Ongoing,None,3495.5
2168,Ongoing,Severe,16108.78
5271,Success,Severe,42910.5
7837,Failure,Mild,38601.61
5906,Ongoing,None,28587.42
12306,Failure,None,34343.07
8058,Ongoing,None,20975.0
14898,Ongoing,Severe,44429.83
1956,Failure,Severe,48339.16
12839,Ongoing,Severe,17630.43
5769,Success,Severe,43442.51
7239,Success,Mild,25458.68
724,Failure,None,43496.02
10617,Ongoing,None,15184.46
9554,Failure,Severe,39892.66
3506,Failure,Severe,37307.98
7873,Success,Severe,28670.43
3378,Ongoing,None,1819.47
2602,Failure,None,40505.12
10826,Ongoing,None,16519.79
2530,Failure,Severe,2628.29
10672,Ongoing,Mild,37246.85
5792,Failure,None,7448.9
10653,Ongoing,None,12959.54
3782,Ongoing,Severe,4854.57
4613,Failure,Severe,41370.63
11031,Failure,Mild,2275.64
14654,Ongoing,Severe,32293.08
13327,Failure,Severe,39807.8
13773,Failure,Severe,29390.52
13423,Success,Mild,21231.64
11343,Failure,Severe,47387.91
626,Success,Mild,25765.66
10511,Success,None,48346.68
8886,Failure,Severe,14913.79
6279,Ongoing,Severe,18293.94
6441,Success,None,15747.89
406,Failure,Mild,2140.12
12718,Ongoing,Mild,28869.46
13435,Failure,None,48722.17
14579,Success,Mild,12033.36
6568,Success,Severe,49016.15
5318,Ongoing,None,11011.38
13265,Success,Mild,38201.53
491,Success,Severe,7793.69
9743,Failure,Severe,15405.7
1463,Failure,Severe,33409.52
6787,Failure,Mild,4524.65
3394,Success,Mild,14830.45
13604,Success,Mild,26727.63
1626,Failure,Mild,1775.33
11509,Failure,Severe,32166.26
12371,Ongoing,None,34801.82
12998,Success,Severe,8155.17
5296,Failure,None,32955.75
4584,Ongoing,None,34708.95
261,Ongoing,Mild,19853.99
14005,Failure,Mild,3483.98
9492,Success,Mild,43348.33
5874,Failure,Mild,1247.91
5741,Success,Severe,23012.92
3439,Success,Severe,14954.53
80,Success,Severe,23767.83
12083,Ongoing,Severe,46655.57
4868,Success,Mild,10132.32
7039,Failure,None,43827.93
10639,Failure,Severe,32044.41
1261,Failure,None,37731.22
13879,Success,Mild,30021.18
14617,Success,Mild,3957.85
3608,Success,None,49540.97
980,Ongoing,None,28371.22
8075,Ongoing,None,49930.22
3521,Ongoing,Mild,13799.21
14454,Failure,Mild,1280.97
7332,Failure,None,30021.86
12994,Failure,None,36159.73
6978,Failure,None,47754.37
14994,Failure,Severe,42573.78
6859,Success,None,7896.74
10499,Success,Severe,48461.33
10877,Failure,Mild,26633.77
495,Success,Mild,30399.01
4022,Failure,Mild,18276.3
6007,Ongoing,Severe,38299.81
5699,Failure,Mild,48951.86
2052,Ongoing,Severe,47923.93
14958,Ongoing,Severe,45482.99
63,Failure,Severe,29108.74
2923,Failure,Mild,6939.56
5300,Ongoing,None,40634.26
12802,Success,Severe,37369.8
14195,Success,None,11759.2
11360,Ongoing,None,24325.29
3674,Failure,Severe,47337.84
9295,Success,Severe,25124.16
10072,Ongoing,None,21554.82
1325,Ongoing,None,40937.24
1129,Failure,Severe,15929.97
10750,Ongoing,Severe,3248.84
6190,Failure,None,35849.36
1820,Success,Severe,46705.28
12016,Ongoing,Mild,4971.92
11655,Failure,Mild,42482.49
9442,Success,Severe,24861.34
6458,Success,Mild,9109.51
9199,Failure,Mild,11644.24
12307,Ongoing,Severe,12869.14
2208,Failure,None,6040.15
3775,Success,None,4684.36
1856,Failure,Severe,38217.38
1564,Ongoing,None,2501.67
13317,Success,Mild,39150.53
7008,Failure,Severe,30861.61
10979,Ongoing,Severe,41032.55
11498,Failure,None,23117.29
9968,Failure,Mild,22435.47
5251,Ongoing,Severe,44678.67
7231,Failure,None,6078.2
14506,Success,Mild,13834.9
5468,Failure,Mild,23919.36
4685,Failure,None,25763.07
635,Ongoing,Mild,12583.26
9789,Ongoing,None,41054.31
14091,Ongoing,Mild,29323.41
9371,Ongoing,Mild,49036.35
13762,Ongoing,None,20097.79
8270,Ongoing,None,2651.35
14891,Success,None,44294.74
8873,Failure,Mild,10069.62
6797,Failure,Severe,28334.1
10065,Ongoing,Severe,17751.78
681,Failure,None,48722.91
10460,Success,None,40063.56
7489,Failure,Severe,36584.44
12640,Ongoing,Mild,2755.1
13080,Failure,None,36227.49
12627,Failure,Severe,1794.86
11006,Ongoing,Severe,48048.57
5624,Ongoing,Mild,3021.45
9208,Failure,None,28241.34
4900,Failure,None,31313.72
7234,Success,None,33974.51
12805,Failure,Severe,14854.74
1445,Failure,Mild,5986.74
9785,Failure,Severe,35673.38
6439,Ongoing,None,42687.7
8779,Ongoing,Mild,21047.7
358,Failure,Severe,33545.49
10949,Success,None,4461.8
14408,Failure,Severe,38276.21
8673,Failure,Mild,19707.5
7430,Success,Severe,31513.77
1607,Ongoing,Severe,46487.57
1749,Failure,None,16877.27
5762,Ongoing,None,45790.56
1946,Ongoing,Mild,9108.16
10018,Ongoing,Mild,44934.94
11659,Failure,None,38048.21
7686,Success,None,4221.69
4949,Success,None,10855.5
11537,Ongoing,Severe,5691.44
14446,Success,None,1712.34
3353,Success,Severe,45262.38
10897,Failure,Mild,6963.45
2245,Failure,Mild,28024.94
6621,Ongoing,Severe,13544.84
12318,Success,Severe,23917.48
13540,Ongoing,None,19918.08
4643,Success,Severe,8513.38
1362,Success,Severe,22304.84
4792,Failure,Mild,28463.16
6016,Failure,Severe,22138.76
13451,Success,Mild,4021.69
13261,Success,None,23059.29
12115,Ongoing,Severe,46183.19
10284,Failure,None,7484.4
1674,Ongoing,Mild,13089.4
3134,Success,Mild,3457.34
14744,Success,Mild,22347.67
500,Ongoing,Mild,30494.32
9551,Success,None,20007.24
14837,Success,Severe,14850.38
3429,Ongoing,None,15399.71
7799,Failure,Severe,20494.14
10480,Ongoing,Mild,3308.13
11970,Success,None,12037.89
2683,Ongoing,Mild,15647.57
3836,Failure,Severe,14850.82
3710,Failure,Severe,6749.17
11666,Success,Mild,49897.53
4088,Success,Severe,2635.06
13869,Ongoing,Severe,24430.59
13066,Success,Severe,19320.12
8722,Failure,Mild,45788.56
573,Success,Severe,17201.89
10487,Ongoing,None,38129.79
9156,Success,Mild,28630.37
2972,Ongoing,Severe,2389.27
6563,Success,Severe,49283.88
11023,Ongoing,Severe,49617.12
10447,Failure,Mild,39017.91
13043,Success,Severe,3090.31
6065,Success,None,19324.78
11131,Success,None,23434.88
7302,Success,Mild,47497.42
2052,Success,Severe,8942.2
4724,Failure,Mild,24071.44
1421,Ongoing,Severe,7907.81
1667,Ongoing,Severe,16330.32
8290,Success,None,12526.66
2195,Success,None,42053.82
9886,Ongoing,None,16325.03
1405,Ongoing,Mild,15766.14
4280,Ongoing,Severe,24261.64
9958,Ongoing,Severe,33919.05
2149,Ongoing,Severe,37093.0
6936,Failure,Severe,24902.33
1759,Ongoing,Severe,17158.62
11948,Ongoing,Severe,11280.22
3589,Failure,Severe,6472.98
14485,Failure,Mild,18344.67
10127,Ongoing,Mild,48226.62
11104,Ongoing,Mild,6203.53
2950,Success,Mild,30213.37
6108,Success,Mild,29282.4
210,Success,Severe,32819.68
7961,Failure,Severe,38845.19
9361,Failure,Severe,4763.12
9356,Failure,Mild,32523.04
4447,Ongoing,Severe,37678.55
3779,Ongoing,Severe,47285.48
8957,Success,None,42543.45
5601,Ongoing,Mild,8908.79
45,Ongoing,Severe,27500.58
9024,Success,Severe,27060.31
13450,Success,Mild,11594.86
2928,Failure,Severe,18442.58
7736,Success,Severe,12852.64
4231,Failure,Severe,26795.08
8384,Failure,None,16635.36
2700,Success,Severe,11535.03
13065,Failure,None,37428.9
7911,Success,None,26810.6
42,Failure,None,43629.24
2937,Ongoing,Severe,4270.26
4240,Success,Mild,21002.55
11311,Failure,Severe,37536.54
10805,Ongoing,Severe,16321.08
2860,Ongoing,Severe,20962.28
9305,Success,Severe,32306.42
10501,Success,Severe,8917.06
5571,Ongoing,None,29736.04
8731,Ongoing,Severe,22133.05
11621,Failure,Mild,7360.71
12149,Success,Severe,29713.94
13988,Success,None,10124.21
9735,Success,None,19900.69
12881,Success,Mild,33829.41
14051,Success,None,22615.0
9486,Failure,Severe,3856.5
13932,Success,None,9366.11
8262,Failure,Severe,15350.01
450,Success,Mild,35794.84
12910,Success,Mild,32788.02
14674,Failure,Severe,36862.47
3633,Ongoing,Mild,11768.58
12849,Success,Severe,26011.24
2742,Success,Severe,37799.04
5469,Ongoing,None,7626.02
9501,Success,Severe,35651.09
11579,Success,None,17998.77
8054,Failure,Mild,9181.44
5462,Ongoing,Severe,41746.31
7086,Ongoing,None,24564.1
6333,Success,Severe,11631.74
11921,Success,Severe,36629.21
12606,Failure,None,44088.97
5451,Failure,None,22813.55
11478,Success,Mild,30025.01
1696,Failure,Severe,37609.66
12014,Failure,None,41273.26
7988,Success,Mild,42783.07
9329,Failure,Mild,15003.16
1682,Failure,None,15020.36
8983,Ongoing,Mild,17121.26
5236,Failure,Mild,13662.78
10355,Ongoing,Mild,34863.31
14514,Success,None,31642.89
2756,Ongoing,Severe,5978.07
3257,Failure,Mild,4178.1
7129,Ongoing,Severe,14982.11
1565,Success,Mild,40305.35
2143,Success,None,20922.85
8046,Success,Mild,39831.24
7189,Failure,None,5612.61
10532,Ongoing,Mild,8990.39
6893,Failure,Severe,9577.75
14785,Ongoing,None,2259.16
11547,Success,Severe,20489.46
14553,Success,Severe,38852.46
11462,Ongoing,Severe,23622.07
5618,Failure,Mild,20244.57
7247,Ongoing,Severe,28195.44
12112,Success,None,41919.23
11222,Failure,None,42417.78
4668,Ongoing,Mild,42873.57
696,Failure,Severe,49747.09
6100,Failure,Severe,42169.45
9491,Success,None,48575.77
12779,Success,Mild,32571.92
2755,Ongoing,Mild,33512.66
3292,Failure,None,31822.94
8358,Ongoing,None,43278.97
13141,Failure,Severe,36497.56
3120,Failure,Severe,24976.72
5301,Failure,Mild,27498.84
5232,Ongoing,Mild,47418.67
14876,Failure,Severe,33654.55
12850,Ongoing,Severe,23548.18
2949,Ongoing,Mild,38975.4
1264,Ongoing,None,41835.96
13243,Success,Mild,3014.86
10737,Success,None,13929.45
3406,Success,None,1248.26
14000,Success,Mild,37016.82
8961,Success,Mild,20488.08
1478,Failure,Mild,13775.74
11491,Ongoing,Severe,16726.5
1905,Failure,Mild,48910.44
10576,Ongoing,None,36845.03
10141,Failure,Mild,7930.49
6570,Success,Mild,14609.76
7052,Failure,Severe,46817.06
14084,Failure,Severe,39499.31
1303,Ongoing,Severe,1565.9
1903,Ongoing,Severe,28751.46
13676,Success,Severe,44117.1
1607,Success,Severe,36730.46
6195,Failure,None,35242.73
14191,Failure,None,4214.2
1892,Success,Severe,26041.47
11171,Success,Severe,32837.04
1067,Ongoing,None,29285.51
1868,Success,None,11758.94
7270,Success,None,43056.4
10997,Success,Severe,46755.33
8107,Ongoing,Mild,2496.46
5167,Failure,Severe,13016.64
11967,Ongoing,Severe,17895.09
13048,Success,Severe,5557.1
283,Success,Severe,24774.5
4668,Failure,Severe,8711.23
4243,Ongoing,None,16080.51
1658,Ongoing,Severe,46170.11
7010,Success,Severe,32752.84
3685,Failure,Severe,19232.9
4558,Success,Severe,7932.95
14471,Ongoing,Severe,28985.32
12059,Success,None,44252.3
7378,Failure,Severe,3003.12
7390,Success,None,28574.26
9575,Failure,Mild,28194.43
11899,Failure,Severe,14859.29
8631,Success,Mild,32630.93
11892,Failure,None,18450.78
10446,Ongoing,None,14462.79
9036,Failure,None,1898.2
6079,Failure,None,24326.64
310,Success,Mild,27992.31
6913,Ongoing,None,43994.87
9635,Failure,Mild,35766.83
13531,Failure,Mild,19597.96
4547,Success,None,12980.54
3998,Failure,Severe,8123.73
13191,Failure,Severe,15667.73
13133,Ongoing,Mild,26446.24
4972,Ongoing,Mild,36800.1
13500,Ongoing,Mild,35781.99
13842,Success,Mild,46958.86
9592,Ongoing,Mild,12452.12
3324,Failure,Mild,37042.68
11170,Failure,None,16549.7
2478,Ongoing,Mild,33482.19
13616,Ongoing,Mild,25003.03
480,Failure,Severe,13389.04
9328,Failure,Severe,21673.13
14106,Failure,Severe,20230.87
2424,Failure,Severe,4854.35
11703,Failure,Severe,39340.79
4936,Success,Severe,35784.37
2772,Ongoing,Severe,29590.47
14653,Failure,Severe,9401.92
4112,Success,Severe,5555.33
6349,Ongoing,Mild,2557.92
1972,Ongoing,Severe,27211.07
5680,Failure,Severe,5406.73
2304,Success,Mild,27179.65
13239,Failure,Severe,4673.56
3592,Ongoing,None,27099.79
7277,Failure,Mild,6933.81
2797,Ongoing,Mild,23241.47
9037,Ongoing,Mild,31088.85
4691,Success,Mild,28464.16
13181,Ongoing,Severe,36345.63
9979,Failure,None,4338.27
13430,Failure,Severe,17721.05
8164,Success,None,34544.94
283,Ongoing,None,23038.78
10767,Success,Mild,35584.06
6477,Failure,Mild,17626.63
5518,Success,Severe,13749.56
12044,Failure,Mild,44457.53
5770,Success,Severe,23381.36
1209,Failure,Severe,16062.57
5044,Failure,None,5073.76
332,Failure,Severe,11197.36
2313,Ongoing,Severe,42711.29
9851,Ongoing,None,24964.56
4485,Success,None,15319.25
13100,Ongoing,Mild,41030.46
13149,Success,None,7528.0
8385,Success,None,20725.36
1008,Ongoing,Mild,39922.54
14659,Failure,Severe,38471.77
7220,Success,Mild,15381.72
12875,Success,None,32644.43
11604,Ongoing,None,24904.05
14399,Ongoing,Mild,43488.48
11107,Success,None,4049.8
12289,Failure,Mild,2711.64
11756,Failure,Severe,5411.25
2221,Ongoing,Severe,29546.82
5033,Ongoing,None,28870.47
588,Success,None,47901.52
7242,Failure,None,30038.59
2539,Ongoing,Severe,11188.22
11667,Ongoing,None,18749.71
379,Failure,None,2120.61
14063,Success,None,40932.2
13846,Success,Severe,6225.6
11074,Ongoing,Mild,1060.45
6936,Ongoing,Mild,44937.88
6660,Success,Mild,20471.11
1281,Success,Mild,15648.12
12429,Ongoing,Severe,5474.87
14032,Ongoing,Mild,3967.3
2269,Failure,Mild,20873.7
3460,Ongoing,Severe,37413.42
6765,Success,None,24478.14
5225,Ongoing,Severe,37001.27
9594,Ongoing,Mild,3386.53
7489,Ongoing,Mild,35673.46
4624,Failure,None,18779.66
6057,Success,Severe,49391.21
414,Ongoing,Mild,42227.43
8134,Ongoing,None,24661.63
1488,Success,None,7878.91
10622,Success,Severe,32538.0
1134,Success,Severe,49103.43
9101,Failure,Mild,12325.18
10603,Ongoing,None,46306.08
1782,Ongoing,Severe,31702.09
7460,Success,Severe,3902.46
8371,Failure,Severe,26381.67
12073,Success,Severe,10691.0
2687,Ongoing,Mild,10978.0
8563,Success,None,8214.17
1854,Ongoing,Severe,38773.58
13142,Success,Severe,42039.81
14253,Success,Severe,20140.03
664,Success,Mild,42735.78
9231,Ongoing,Severe,35437.83
842,Success,None,41441.65
14022,Failure,None,30010.61
678,Failure,Severe,34852.85
13008,Failure,Severe,44609.46
11808,Success,Severe,23359.03
4327,Success,None,32476.46
10119,Failure,None,39957.85
4100,Ongoing,Severe,29640.5
374,Success,Severe,29126.26
5643,Failure,None,40953.78
6805,Success,Mild,32513.93
7611,Success,Severe,6754.42
6870,Failure,None,10532.68
8958,Failure,None,6288.95
1403,Failure,None,7819.7
13694,Failure,None,41681.68
9465,Success,Mild,7656.89
11307,Failure,Severe,11889.46
3310,Success,Severe,22921.7
4017,Failure,None,34002.93
8181,Success,None,23876.46
7248,Success,None,49625.79
6096,Failure,Mild,47810.03
6205,Failure,Mild,24301.09
13042,Ongoing,None,2660.74
11062,Ongoing,Mild,2046.83
1981,Failure,None,36201.78
8138,Failure,Severe,20233.56
7219,Failure,None,34694.98
14723,Failure,Mild,4192.88
8482,Success,Mild,33537.86
11071,Failure,Severe,42364.26
5960,Failure,None,45136.37
3939,Success,Severe,42191.38
5658,Failure,None,10129.35
10513,Success,None,38580.08
9450,Success,Severe,31291.29
906,Success,Severe,33746.33
1436,Ongoing,Mild,36535.69
8506,Success,None,45840.9
14188,Failure,Severe,29543.09
5940,Failure,Mild,12974.01
13185,Ongoing,None,43235.18
7691,Ongoing,Mild,23148.68
14568,Ongoing,Mild,43048.89
8028,Success,Mild,15605.72
8387,Ongoing,None,25212.09
8969,Ongoing,None,40309.5
10666,Ongoing,None,44608.42
3171,Success,Severe,45296.58
5930,Ongoing,Severe,22973.37
3524,Ongoing,Mild,23756.85
14001,Failure,Mild,10459.19
8182,Failure,None,33472.0
3361,Success,None,39459.67
9121,Failure,None,11976.02
4304,Failure,None,3647.17
974,Failure,None,14962.91
8678,Ongoing,Severe,12962.84
14384,Success,Severe,17763.28
3196,Ongoing,None,49559.86
12551,Failure,Mild,45893.47
9028,Ongoing,Severe,23261.49
8597,Success,Mild,44786.95
13366,Failure,Mild,9745.88
5960,Success,Severe,43437.33
5760,Success,None,15900.89
9865,Success,None,28239.81
9622,Ongoing,None,24934.32
8419,Failure,None,26663.25
14512,Failure,Severe,9267.09
13373,Failure,Severe,24313.44
6916,Ongoing,None,33959.81
1493,Ongoing,Mild,6426.11
6678,Success,Mild,15120.73
2562,Failure,Mild,23307.76
7604,Failure,Mild,3257.9
10115,Failure,Severe,11423.02
10671,Success,None,23097.9
1834,Failure,Severe,28050.89
637,Success,None,6750.6
10434,Failure,None,10730.34
9869,Ongoing,Severe,27703.77
7504,Success,Mild,24323.72
12863,Failure,None,27136.24
10766,Ongoing,None,38481.55
8645,Success,None,38164.46
7820,Failure,Severe,22021.85
14444,Success,None,8407.66
2511,Ongoing,Severe,42532.38
4043,Success,Mild,19701.72
10643,Ongoing,Severe,11349.17
574,Success,Severe,13212.51
1047,Failure,None,16351.47
5937,Success,Severe,33650.98
5199,Ongoing,Severe,35113.32
13287,Failure,Severe,22827.21
8439,Failure,Severe,29894.83
13631,Ongoing,Severe,23849.27
3392,Ongoing,Mild,29738.0
8375,Ongoing,Mild,24676.96
2645,Failure,None,22041.69
3712,Success,None,40738.66
13923,Success,Severe,39349.82
3633,Ongoing,Mild,38634.48
2750,Ongoing,Mild,1834.7
2554,Failure,Mild,36391.27
11031,Failure,Severe,37641.07
8882,Failure,Mild,49981.7
3689,Ongoing,Severe,38671.2
1532,Ongoing,None,38327.6
8486,Success,Mild,38985.08
7188,Ongoing,Severe,34794.71
4876,Ongoing,Severe,45316.02
2976,Failure,Severe,36620.31
5824,Ongoing,Severe,13340.64
3909,Ongoing,Mild,19382.78
14132,Failure,None,38363.79
8455,Ongoing,Mild,16736.84
3665,Success,Severe,41184.65
11129,Ongoing,Mild,44873.64
12326,Ongoing,None,10024.79
2150,Success,None,23625.52
1884,Success,Severe,38321.3
1113,Ongoing,Mild,43721.9
1177,Ongoing,Mild,33864.97
8045,Failure,None,10337.43
12472,Failure,None,49510.78
8438,Failure,Mild,34994.67
3277,Success,Mild,6949.78
4229,Success,Mild,37603.9
9620,Success,Mild,17366.05
8299,Success,Severe,21249.03
6489,Success,Severe,35080.11
14945,Ongoing,Mild,20561.84
7386,Success,Severe,9973.83
7724,Ongoing,Severe,44001.61
9423,Ongoing,None,11619.54
13602,Failure,None,33197.28
10027,Success,Severe,33685.85
11586,Ongoing,None,5225.51
11025,Ongoing,Severe,10929.35
3624,Success,None,22941.3
7224,Ongoing,None,8356.21
3993,Success,Severe,5114.73
3149,Ongoing,Mild,49088.03
7371,Ongoing,Severe,46712.26
1475,Failure,None,4390.28
13362,Failure,Mild,26268.21
9851,Ongoing,Severe,30872.86
9161,Failure,Mild,35747.05
9996,Failure,Severe,1063.48
14694,Failure,None,46207.74
13744,Success,Severe,24031.03
350,Failure,Mild,35684.12
13654,Failure,Mild,11906.13
10285,Ongoing,Severe,16050.94
8015,Ongoing,Severe,1285.44
2696,Success,Mild,24255.24
14418,Failure,Mild,33587.75
13915,Failure,None,38295.95
2490,Ongoing,Mild,42740.55
5187,Ongoing,Mild,18626.12
10723,Success,Severe,36979.16
3335,Ongoing,Severe,17412.69
8926,Failure,Severe,30210.68
13141,Success,None,48865.45
3416,Failure,None,20694.43
11779,Ongoing,None,4254.54
519,Failure,Severe,25494.81
9279,Failure,Mild,3056.38
3032,Failure,Severe,37601.28
5112,Success,Severe,6986.33
93,Failure,Mild,48872.58
701,Failure,Severe,16942.59
11627,Success,Severe,26071.96
2608,Ongoing,Mild,47496.73
13421,Failure,Mild,5914.25
4156,Ongoing,Mild,40732.53
12702,Ongoing,Mild,46124.16
7358,Success,Mild,15248.04
6854,Ongoing,Mild,39216.27
223,Success,Severe,13665.7
12322,Success,None,5640.48
10504,Success,None,1626.95
3159,Ongoing,Mild,30134.89
1291,Failure,Mild,40017.97
1253,Success,Severe,42541.58
6647,Failure,None,18671.06
9587,Ongoing,Severe,45712.32
6396,Ongoing,None,3168.31
5501,Failure,Severe,13188.86
13174,Ongoing,Mild,38813.99
9845,Ongoing,Severe,22125.61
8383,Ongoing,Severe,2389.99
6309,Failure,Severe,26475.33
6725,Success,Mild,21917.71
8104,Failure,None,19871.89
700,Failure,None,27131.98
12914,Success,Severe,41774.82
10327,Failure,Severe,18115.79
919,Failure,None,28907.28
6713,Ongoing,None,17070.49
11485,Ongoing,Mild,46160.1
3199,Success,None,27344.65
5305,Success,None,30458.91
11737,Failure,Severe,42094.99
13996,Success,None,44398.07
2572,Ongoing,Severe,41986.49
11808,Ongoing,Mild,24729.8
7566,Failure,None,29465.61
10434,Success,Severe,45608.75
4547,Success,None,9284.61
6241,Failure,Mild,33860.33
14529,Ongoing,None,17302.47
2044,Ongoing,Severe,9205.87
11354,Ongoing,None,2997.15
4534,Failure,Severe,32253.35
11435,Failure,Severe,19044.87
4058,Ongoing,None,47762.8
11843,Failure,Severe,14221.08
10525,Success,None,32834.56
1648,Success,Severe,33511.73
13249,Ongoing,Severe,4811.41
14746,Ongoing,Severe,13747.67
6872,Failure,Mild,25805.54
2498,Failure,None,6604.75
6959,Success,Mild,24044.18
5397,Failure,Severe,34426.74
12301,Success,Mild,45121.7
5928,Success,None,43754.14
8254,Ongoing,Mild,15222.98
3452,Success,Mild,30625.96
2208,Failure,Mild,28328.91
9369,Failure,Mild,23517.45
12704,Success,Mild,44026.98
5307,Failure,None,38189.0
7222,Success,None,42378.91
6638,Success,Severe,29284.96
10358,Failure,Mild,39949.24
7794,Failure,Severe,47582.57
7868,Ongoing,Mild,4725.84
13348,Failure,None,9190.05
914,Failure,Mild,48174.07
9955,Ongoing,Mild,14002.93
7201,Failure,Severe,27608.55
10063,Ongoing,None,14875.66
4411,Failure,None,9151.14
9145,Success,None,2586.68
9783,Ongoing,Mild,2623.75
5599,Ongoing,None,7088.21
1231,Ongoing,Mild,19639.08
5666,Failure,Severe,14464.64
3453,Success,Mild,2318.95
671,Ongoing,None,14138.53
13514,Success,Mild,24185.87
13822,Failure,Mild,8630.25
10962,Success,None,20963.81
13508,Failure,Severe,25134.25
11722,Success,None,32172.86
7999,Ongoing,Mild,40217.26
3949,Success,None,6877.13
6790,Failure,None,32218.78
11341,Failure,Severe,39671.93
12743,Success,Severe,22631.39
5236,Ongoing,Severe,12905.7
9542,Failure,Mild,38450.81
14723,Success,Severe,30470.49
10735,Success,None,44711.25
13188,Ongoing,None,12518.74
8037,Success,None,11313.78
12644,Ongoing,None,3875.85
13732,Success,Mild,47297.34
9809,Success,None,14472.59
2182,Ongoing,Severe,12525.43
2269,Ongoing,None,26460.76
8735,Failure,Severe,29349.56
4660,Success,Severe,12616.01
6424,Failure,None,2189.96
13963,Failure,Mild,2314.22
7017,Success,None,15173.87
4033,Failure,Severe,46105.42
12264,Failure,None,15977.68
11647,Ongoing,None,10987.56
8036,Success,Severe,3970.48
13920,Ongoing,Mild,44603.68
8233,Ongoing,Severe,23453.45
12571,Success,Mild,4454.95
13422,Failure,None,47712.57
7219,Success,Mild,23089.58
10313,Failure,Mild,28932.41
7572,Success,None,3583.98
3076,Failure,Mild,32246.91
4005,Success,Mild,2152.65
9733,Ongoing,Severe,24923.12
7661,Failure,Severe,10043.22
3504,Success,None,41470.46
11419,Ongoing,None,3906.21
7738,Ongoing,None,4828.97
9883,Ongoing,Severe,33043.7
8333,Success,Severe,22340.65
11622,Failure,None,24629.46
11255,Failure,Mild,21665.65
13914,Ongoing,Mild,26439.45
14438,Success,None,36678.23
4847,Failure,None,21089.57
8283,Failure,None,3495.21
10651,Success,Mild,23783.99
2410,Failure,Mild,26950.72
