trial_id,study_id,study_phase
11984,128,Phase 1
11985,69,Phase 3
11986,137,Phase 2
11987,94,Phase 3
11988,124,Phase 3
11989,167,Phase 3
11990,99,Phase 1
11991,51,Phase 2
11992,135,Phase 3
11993,125,Phase 2
11994,27,Phase 2
11995,92,Phase 3
11996,44,Phase 3
11997,116,Phase 3
11998,44,Phase 1
11999,45,Phase 3
12000,2,Phase 1
12001,48,Phase 1
12002,100,Phase 3
12003,106,Phase 2
12004,174,Phase 2
12005,131,Phase 2
12006,102,Phase 3
12007,132,Phase 2
12008,53,Phase 1
12009,56,Phase 2
12010,72,Phase 1
12011,51,Phase 1
12012,136,Phase 1
12013,102,Phase 1
12014,158,Phase 3
12015,156,Phase 2
12016,85,Phase 1
12017,149,Phase 1
12018,189,Phase 2
12019,132,Phase 2
12020,123,Phase 2
12021,86,Phase 2
12022,6,Phase 1
12023,80,Phase 1
12024,26,Phase 3
12025,21,Phase 3
12026,154,Phase 2
12027,156,Phase 3
12028,131,Phase 3
12029,102,Phase 2
12030,128,Phase 3
12031,182,Phase 2
12032,87,Phase 2
12033,138,Phase 3
12034,30,Phase 1
12035,183,Phase 1
12036,82,Phase 3
12037,44,Phase 1
12038,3,Phase 3
12039,97,Phase 3
12040,119,Phase 1
12041,184,Phase 2
12042,68,Phase 1
12043,88,Phase 1
12044,43,Phase 3
12045,79,Phase 3
12046,199,Phase 3
12047,69,Phase 3
12048,39,Phase 3
12049,46,Phase 1
12050,63,Phase 2
12051,129,Phase 1
12052,97,Phase 2
12053,183,Phase 1
12054,27,Phase 2
12055,121,Phase 2
12056,55,Phase 3
12057,160,Phase 2
12058,1,Phase 2
12059,5,Phase 2
12060,1,Phase 2
12061,184,Phase 2
12062,152,Phase 3
12063,6,Phase 3
12064,178,Phase 1
12065,119,Phase 3
12066,65,Phase 1
12067,173,Phase 2
12068,24,Phase 3
12069,192,Phase 2
12070,16,Phase 3
12071,22,Phase 1
12072,169,Phase 3
12073,119,Phase 2
12074,4,Phase 2
12075,114,Phase 2
12076,26,Phase 3
12077,60,Phase 3
12078,50,Phase 3
12079,101,Phase 2
12080,98,Phase 3
12081,177,Phase 1
12082,103,Phase 2
12083,120,Phase 3
12084,23,Phase 2
12085,79,Phase 3
12086,76,Phase 3
12087,192,Phase 3
12088,139,Phase 1
12089,138,Phase 2
12090,189,Phase 3
12091,89,Phase 3
12092,149,Phase 2
12093,200,Phase 3
12094,77,Phase 3
12095,193,Phase 3
12096,61,Phase 3
12097,8,Phase 3
12098,153,Phase 2
12099,48,Phase 2
12100,131,Phase 1
12101,70,Phase 3
12102,129,Phase 1
12103,10,Phase 2
12104,191,Phase 2
12105,29,Phase 1
12106,89,Phase 3
12107,148,Phase 2
12108,46,Phase 1
12109,43,Phase 1
12110,71,Phase 3
12111,167,Phase 3
12112,80,Phase 3
12113,193,Phase 3
12114,123,Phase 3
12115,53,Phase 1
12116,76,Phase 1
12117,196,Phase 1
12118,29,Phase 2
12119,129,Phase 3
12120,131,Phase 1
12121,10,Phase 2
12122,12,Phase 3
12123,150,Phase 1
12124,102,Phase 3
12125,69,Phase 3
12126,185,Phase 2
12127,111,Phase 2
12128,104,Phase 3
12129,123,Phase 2
12130,199,Phase 1
12131,78,Phase 1
12132,188,Phase 2
12133,83,Phase 2
12134,73,Phase 3
12135,177,Phase 3
12136,195,Phase 1
12137,136,Phase 2
12138,37,Phase 2
12139,84,Phase 2
12140,103,Phase 2
12141,105,Phase 2
12142,164,Phase 1
12143,198,Phase 1
12144,77,Phase 2
12145,6,Phase 1
12146,177,Phase 3
12147,170,Phase 2
12148,148,Phase 2
12149,51,Phase 2
12150,193,Phase 3
12151,74,Phase 1
12152,149,Phase 1
12153,14,Phase 2
12154,31,Phase 3
12155,100,Phase 3
12156,140,Phase 3
12157,69,Phase 3
12158,59,Phase 3
12159,74,Phase 3
12160,63,Phase 2
12161,81,Phase 3
12162,74,Phase 2
12163,154,Phase 2
12164,65,Phase 2
12165,8,Phase 3
12166,140,Phase 1
12167,198,Phase 1
12168,81,Phase 3
12169,174,Phase 1
12170,196,Phase 2
12171,66,Phase 3
12172,99,Phase 2
12173,196,Phase 2
12174,13,Phase 1
12175,113,Phase 3
12176,42,Phase 2
12177,113,Phase 3
12178,73,Phase 2
12179,108,Phase 1
12180,1,Phase 1
12181,126,Phase 3
12182,111,Phase 3
12183,81,Phase 1
12184,6,Phase 3
12185,188,Phase 2
12186,50,Phase 3
12187,21,Phase 1
12188,80,Phase 1
12189,49,Phase 1
12190,72,Phase 1
12191,41,Phase 1
12192,20,Phase 3
12193,99,Phase 3
12194,159,Phase 2
12195,49,Phase 3
12196,101,Phase 1
12197,140,Phase 3
12198,58,Phase 3
12199,34,Phase 2
12200,99,Phase 3
12201,168,Phase 3
12202,37,Phase 3
12203,67,Phase 2
12204,184,Phase 1
12205,106,Phase 3
12206,83,Phase 3
12207,13,Phase 3
12208,88,Phase 2
12209,156,Phase 2
12210,132,Phase 3
12211,97,Phase 2
12212,40,Phase 2
12213,48,Phase 2
12214,50,Phase 1
12215,47,Phase 2
12216,45,Phase 3
12217,41,Phase 3
12218,70,Phase 3
12219,140,Phase 3
12220,72,Phase 1
12221,89,Phase 3
12222,104,Phase 1
12223,164,Phase 2
12224,184,Phase 1
12225,123,Phase 2
12226,25,Phase 1
12227,36,Phase 1
12228,116,Phase 3
12229,198,Phase 3
12230,127,Phase 3
12231,140,Phase 3
12232,45,Phase 3
12233,104,Phase 1
12234,3,Phase 1
12235,191,Phase 2
12236,149,Phase 1
12237,85,Phase 2
12238,153,Phase 1
12239,190,Phase 3
12240,65,Phase 2
12241,11,Phase 1
12242,108,Phase 3
12243,142,Phase 3
12244,179,Phase 2
12245,182,Phase 2
12246,97,Phase 3
12247,75,Phase 2
12248,78,Phase 2
12249,144,Phase 1
12250,84,Phase 1
12251,81,Phase 2
12252,180,Phase 1
12253,9,Phase 3
12254,164,Phase 1
12255,5,Phase 1
12256,19,Phase 1
12257,149,Phase 3
12258,79,Phase 2
12259,57,Phase 3
12260,56,Phase 2
12261,23,Phase 2
12262,133,Phase 1
12263,48,Phase 1
12264,44,Phase 1
12265,175,Phase 3
12266,179,Phase 1
12267,92,Phase 2
12268,95,Phase 2
12269,71,Phase 1
12270,110,Phase 3
12271,4,Phase 1
12272,48,Phase 3
12273,124,Phase 3
12274,106,Phase 1
12275,93,Phase 3
12276,16,Phase 2
12277,109,Phase 1
12278,65,Phase 3
12279,124,Phase 2
12280,198,Phase 3
12281,33,Phase 3
12282,3,Phase 2
12283,95,Phase 3
12284,73,Phase 3
12285,17,Phase 1
12286,43,Phase 1
12287,74,Phase 2
12288,108,Phase 3
12289,140,Phase 3
12290,97,Phase 2
12291,144,Phase 2
12292,128,Phase 3
12293,196,Phase 1
12294,165,Phase 1
12295,109,Phase 3
12296,98,Phase 1
12297,86,Phase 3
12298,7,Phase 3
12299,118,Phase 2
12300,120,Phase 1
12301,140,Phase 3
12302,166,Phase 3
12303,192,Phase 3
12304,141,Phase 1
12305,45,Phase 3
12306,99,Phase 3
12307,132,Phase 2
12308,126,Phase 1
12309,43,Phase 1
12310,141,Phase 3
12311,30,Phase 1
12312,107,Phase 1
12313,76,Phase 1
12314,70,Phase 2
12315,111,Phase 3
12316,154,Phase 2
12317,195,Phase 1
12318,172,Phase 1
12319,112,Phase 3
12320,109,Phase 3
12321,21,Phase 1
12322,89,Phase 3
12323,90,Phase 1
12324,36,Phase 1
12325,26,Phase 1
12326,18,Phase 2
12327,58,Phase 2
12328,128,Phase 3
12329,16,Phase 1
12330,78,Phase 2
12331,70,Phase 3
12332,44,Phase 3
12333,200,Phase 2
12334,180,Phase 3
12335,59,Phase 3
12336,3,Phase 1
12337,82,Phase 3
12338,35,Phase 1
12339,30,Phase 2
12340,95,Phase 1
12341,92,Phase 1
12342,10,Phase 3
12343,147,Phase 1
12344,18,Phase 3
12345,45,Phase 3
12346,158,Phase 3
12347,102,Phase 2
12348,102,Phase 1
12349,63,Phase 2
12350,185,Phase 1
12351,139,Phase 3
12352,74,Phase 2
12353,196,Phase 1
12354,7,Phase 1
12355,23,Phase 3
12356,54,Phase 2
12357,70,Phase 3
12358,11,Phase 2
12359,135,Phase 3
12360,151,Phase 1
12361,26,Phase 3
12362,75,Phase 3
12363,112,Phase 2
12364,96,Phase 2
12365,54,Phase 2
12366,136,Phase 3
12367,43,Phase 2
12368,14,Phase 3
12369,5,Phase 1
12370,153,Phase 1
12371,118,Phase 3
12372,122,Phase 3
12373,90,Phase 3
12374,74,Phase 2
12375,118,Phase 2
12376,96,Phase 1
12377,140,Phase 1
12378,10,Phase 3
12379,160,Phase 2
12380,134,Phase 1
12381,115,Phase 2
12382,29,Phase 2
12383,165,Phase 2
12384,164,Phase 2
12385,170,Phase 1
12386,77,Phase 1
12387,95,Phase 3
12388,86,Phase 2
12389,110,Phase 1
12390,117,Phase 2
12391,2,Phase 1
12392,76,Phase 1
12393,58,Phase 2
12394,180,Phase 1
12395,115,Phase 1
12396,39,Phase 3
12397,28,Phase 3
12398,200,Phase 3
12399,77,Phase 1
12400,56,Phase 1
12401,35,Phase 1
12402,5,Phase 1
12403,164,Phase 3
12404,69,Phase 2
12405,114,Phase 2
12406,90,Phase 2
12407,88,Phase 1
12408,70,Phase 3
12409,7,Phase 1
12410,169,Phase 1
12411,117,Phase 3
12412,190,Phase 1
12413,44,Phase 3
12414,194,Phase 2
12415,154,Phase 2
12416,79,Phase 1
12417,196,Phase 1
12418,68,Phase 3
12419,12,Phase 1
12420,200,Phase 2
12421,80,Phase 3
12422,54,Phase 3
12423,113,Phase 2
12424,192,Phase 3
12425,52,Phase 2
12426,63,Phase 3
12427,35,Phase 2
12428,108,Phase 2
12429,147,Phase 3
12430,25,Phase 3
12431,61,Phase 3
12432,171,Phase 1
12433,83,Phase 2
12434,176,Phase 3
12435,124,Phase 2
12436,146,Phase 2
12437,74,Phase 1
12438,123,Phase 2
12439,4,Phase 1
12440,132,Phase 1
12441,169,Phase 2
12442,30,Phase 1
12443,64,Phase 1
12444,100,Phase 3
12445,53,Phase 3
12446,66,Phase 1
12447,30,Phase 2
12448,52,Phase 1
12449,199,Phase 1
12450,115,Phase 3
12451,59,Phase 1
12452,181,Phase 3
12453,1,Phase 2
12454,170,Phase 3
12455,115,Phase 1
12456,126,Phase 3
12457,32,Phase 2
12458,114,Phase 2
12459,90,Phase 2
12460,73,Phase 3
12461,97,Phase 2
12462,14,Phase 3
12463,91,Phase 1
12464,197,Phase 3
12465,98,Phase 3
12466,140,Phase 1
12467,28,Phase 2
12468,115,Phase 2
12469,123,Phase 2
12470,59,Phase 1
12471,30,Phase 2
12472,78,Phase 3
12473,80,Phase 3
12474,53,Phase 2
12475,140,Phase 3
12476,183,Phase 3
12477,15,Phase 1
12478,164,Phase 1
12479,62,Phase 2
12480,60,Phase 3
12481,73,Phase 2
12482,15,Phase 3
12483,97,Phase 3
12484,78,Phase 1
12485,149,Phase 1
12486,22,Phase 1
12487,83,Phase 3
12488,196,Phase 1
12489,85,Phase 1
12490,39,Phase 3
12491,123,Phase 2
12492,132,Phase 3
12493,57,Phase 2
12494,154,Phase 2
12495,68,Phase 3
12496,75,Phase 2
12497,128,Phase 2
12498,113,Phase 3
12499,73,Phase 3
12500,170,Phase 1
12501,57,Phase 1
12502,3,Phase 1
12503,54,Phase 1
12504,174,Phase 2
12505,32,Phase 2
12506,19,Phase 3
12507,7,Phase 1
12508,108,Phase 1
12509,78,Phase 1
12510,85,Phase 3
12511,50,Phase 1
12512,67,Phase 1
12513,75,Phase 1
12514,44,Phase 3
12515,149,Phase 1
12516,68,Phase 3
12517,167,Phase 1
12518,30,Phase 1
12519,53,Phase 2
12520,112,Phase 1
12521,183,Phase 3
12522,6,Phase 1
12523,157,Phase 1
12524,20,Phase 1
12525,182,Phase 2
12526,116,Phase 2
12527,200,Phase 2
12528,26,Phase 2
12529,10,Phase 3
12530,187,Phase 1
12531,45,Phase 3
12532,4,Phase 1
12533,54,Phase 2
12534,97,Phase 3
12535,49,Phase 2
12536,92,Phase 3
12537,186,Phase 3
12538,74,Phase 3
12539,65,Phase 2
12540,57,Phase 1
12541,76,Phase 3
12542,106,Phase 1
12543,102,Phase 3
12544,125,Phase 1
12545,65,Phase 1
12546,189,Phase 2
12547,64,Phase 3
12548,118,Phase 2
12549,148,Phase 3
12550,100,Phase 2
12551,8,Phase 2
12552,118,Phase 3
12553,68,Phase 3
12554,36,Phase 2
12555,36,Phase 2
12556,175,Phase 3
12557,163,Phase 1
12558,188,Phase 2
12559,90,Phase 3
12560,157,Phase 3
12561,141,Phase 2
12562,195,Phase 2
12563,82,Phase 3
12564,134,Phase 2
12565,7,Phase 2
12566,23,Phase 1
12567,181,Phase 1
12568,179,Phase 1
12569,21,Phase 3
12570,41,Phase 2
12571,105,Phase 1
12572,127,Phase 1
12573,32,Phase 2
12574,60,Phase 2
12575,81,Phase 1
12576,175,Phase 3
12577,196,Phase 2
12578,65,Phase 2
12579,86,Phase 3
12580,193,Phase 2
12581,35,Phase 2
12582,19,Phase 3
12583,154,Phase 3
12584,31,Phase 1
12585,165,Phase 3
12586,159,Phase 3
12587,195,Phase 2
12588,149,Phase 2
12589,179,Phase 3
12590,65,Phase 1
12591,150,Phase 3
12592,32,Phase 2
12593,5,Phase 3
12594,11,Phase 3
12595,53,Phase 3
12596,100,Phase 2
12597,54,Phase 2
12598,101,Phase 1
12599,100,Phase 1
12600,78,Phase 1
12601,82,Phase 3
12602,148,Phase 2
12603,199,Phase 3
12604,159,Phase 2
12605,111,Phase 3
12606,52,Phase 2
12607,18,Phase 2
12608,79,Phase 1
12609,85,Phase 2
12610,4,Phase 3
12611,78,Phase 3
12612,152,Phase 2
12613,43,Phase 1
12614,93,Phase 1
12615,109,Phase 1
12616,65,Phase 1
12617,169,Phase 1
12618,28,Phase 2
12619,103,Phase 1
12620,186,Phase 3
12621,177,Phase 3
12622,89,Phase 1
12623,23,Phase 2
12624,152,Phase 3
12625,3,Phase 1
12626,169,Phase 2
12627,123,Phase 2
12628,36,Phase 2
12629,18,Phase 2
12630,113,Phase 2
12631,136,Phase 1
12632,171,Phase 3
12633,139,Phase 1
12634,136,Phase 3
12635,146,Phase 3
12636,79,Phase 1
12637,78,Phase 2
12638,151,Phase 2
12639,11,Phase 2
12640,8,Phase 2
12641,29,Phase 1
12642,19,Phase 2
12643,117,Phase 3
12644,178,Phase 3
12645,200,Phase 3
12646,167,Phase 2
12647,177,Phase 2
12648,89,Phase 3
12649,109,Phase 3
12650,112,Phase 3
12651,181,Phase 3
12652,83,Phase 1
12653,154,Phase 1
12654,84,Phase 2
12655,197,Phase 3
12656,1,Phase 1
12657,11,Phase 2
12658,54,Phase 2
12659,133,Phase 3
12660,96,Phase 1
12661,189,Phase 2
12662,71,Phase 1
12663,117,Phase 2
12664,148,Phase 2
12665,44,Phase 2
12666,77,Phase 1
12667,60,Phase 1
12668,89,Phase 2
12669,9,Phase 1
12670,130,Phase 1
12671,115,Phase 3
12672,17,Phase 1
12673,4,Phase 1
12674,39,Phase 3
12675,107,Phase 3
12676,18,Phase 3
12677,124,Phase 3
12678,45,Phase 2
12679,159,Phase 3
12680,11,Phase 3
12681,129,Phase 3
12682,90,Phase 2
12683,114,Phase 2
12684,200,Phase 3
12685,52,Phase 2
12686,18,Phase 2
12687,195,Phase 1
12688,13,Phase 3
12689,84,Phase 2
12690,83,Phase 1
12691,72,Phase 2
12692,147,Phase 2
12693,73,Phase 2
12694,131,Phase 3
12695,164,Phase 2
12696,27,Phase 2
12697,81,Phase 2
12698,167,Phase 1
12699,71,Phase 2
12700,151,Phase 1
12701,45,Phase 2
12702,87,Phase 2
12703,174,Phase 3
12704,40,Phase 3
12705,112,Phase 2
12706,49,Phase 3
12707,69,Phase 2
12708,66,Phase 1
12709,130,Phase 1
12710,84,Phase 2
12711,41,Phase 3
12712,75,Phase 2
12713,166,Phase 1
12714,29,Phase 3
12715,126,Phase 3
12716,54,Phase 1
12717,35,Phase 3
12718,21,Phase 1
12719,60,Phase 3
12720,197,Phase 1
12721,1,Phase 2
12722,108,Phase 2
12723,54,Phase 1
12724,92,Phase 1
12725,19,Phase 1
12726,1,Phase 1
12727,79,Phase 3
12728,139,Phase 3
12729,138,Phase 1
12730,129,Phase 1
12731,114,Phase 1
12732,193,Phase 3
12733,190,Phase 2
12734,118,Phase 1
12735,189,Phase 2
12736,154,Phase 2
12737,117,Phase 1
12738,33,Phase 3
12739,197,Phase 3
12740,181,Phase 2
12741,181,Phase 2
12742,150,Phase 3
12743,188,Phase 3
12744,60,Phase 3
12745,64,Phase 3
12746,198,Phase 2
12747,178,Phase 2
12748,50,Phase 2
12749,73,Phase 2
12750,184,Phase 3
12751,199,Phase 3
12752,158,Phase 3
12753,47,Phase 3
12754,3,Phase 3
12755,18,Phase 2
12756,101,Phase 1
12757,91,Phase 2
12758,19,Phase 1
12759,97,Phase 1
12760,146,Phase 2
12761,45,Phase 1
12762,23,Phase 3
12763,10,Phase 2
12764,68,Phase 3
12765,137,Phase 1
12766,144,Phase 2
12767,184,Phase 3
12768,86,Phase 1
12769,110,Phase 2
12770,116,Phase 3
12771,99,Phase 1
12772,26,Phase 3
12773,34,Phase 1
12774,148,Phase 2
12775,32,Phase 2
12776,50,Phase 3
12777,143,Phase 2
12778,30,Phase 2
12779,67,Phase 2
12780,175,Phase 3
12781,143,Phase 1
12782,200,Phase 2
12783,107,Phase 3
12784,37,Phase 3
12785,84,Phase 1
12786,180,Phase 2
12787,42,Phase 1
12788,185,Phase 1
12789,58,Phase 3
12790,104,Phase 2
12791,11,Phase 3
12792,8,Phase 1
12793,5,Phase 3
12794,2,Phase 3
12795,154,Phase 2
12796,197,Phase 1
12797,180,Phase 1
12798,163,Phase 2
12799,41,Phase 2
12800,24,Phase 1
12801,9,Phase 3
12802,119,Phase 2
12803,145,Phase 1
12804,8,Phase 1
12805,133,Phase 1
12806,78,Phase 2
12807,199,Phase 2
12808,138,Phase 1
12809,6,Phase 2
12810,121,Phase 3
12811,92,Phase 2
12812,153,Phase 1
12813,114,Phase 2
12814,119,Phase 1
12815,135,Phase 1
12816,77,Phase 1
12817,51,Phase 1
12818,181,Phase 1
12819,97,Phase 1
12820,106,Phase 2
12821,165,Phase 1
12822,194,Phase 1
12823,53,Phase 3
12824,90,Phase 2
12825,12,Phase 1
12826,186,Phase 2
12827,170,Phase 3
12828,36,Phase 3
12829,116,Phase 2
12830,18,Phase 2
12831,96,Phase 1
12832,63,Phase 2
12833,190,Phase 2
12834,88,Phase 1
12835,39,Phase 1
12836,94,Phase 2
12837,46,Phase 2
12838,78,Phase 3
12839,76,Phase 2
12840,174,Phase 1
12841,107,Phase 3
12842,166,Phase 2
12843,194,Phase 3
12844,98,Phase 3
12845,131,Phase 1
12846,104,Phase 3
12847,72,Phase 2
12848,58,Phase 1
12849,139,Phase 2
12850,42,Phase 3
12851,143,Phase 1
12852,18,Phase 1
12853,163,Phase 1
12854,146,Phase 2
12855,5,Phase 2
12856,134,Phase 1
12857,140,Phase 3
12858,27,Phase 3
12859,51,Phase 2
12860,97,Phase 3
12861,86,Phase 1
12862,8,Phase 1
12863,100,Phase 3
12864,196,Phase 2
12865,151,Phase 2
12866,5,Phase 1
12867,48,Phase 3
12868,111,Phase 3
12869,44,Phase 3
12870,63,Phase 1
12871,185,Phase 2
12872,99,Phase 1
12873,92,Phase 3
12874,183,Phase 3
12875,168,Phase 3
12876,87,Phase 2
12877,18,Phase 3
12878,173,Phase 2
12879,188,Phase 1
12880,94,Phase 2
12881,160,Phase 1
12882,108,Phase 2
12883,45,Phase 2
12884,96,Phase 3
12885,178,Phase 1
12886,96,Phase 1
12887,71,Phase 2
12888,166,Phase 3
12889,153,Phase 1
12890,155,Phase 1
12891,113,Phase 1
12892,139,Phase 1
12893,31,Phase 1
12894,151,Phase 3
12895,33,Phase 2
12896,178,Phase 2
12897,180,Phase 1
12898,182,Phase 1
12899,93,Phase 1
12900,23,Phase 2
12901,74,Phase 1
12902,191,Phase 1
12903,137,Phase 2
12904,116,Phase 3
12905,186,Phase 3
12906,133,Phase 3
12907,123,Phase 1
12908,168,Phase 2
12909,86,Phase 2
12910,91,Phase 2
12911,88,Phase 3
12912,144,Phase 1
12913,39,Phase 1
12914,167,Phase 2
12915,23,Phase 3
12916,118,Phase 1
12917,85,Phase 3
12918,133,Phase 2
12919,137,Phase 2
12920,103,Phase 2
12921,192,Phase 2
12922,8,Phase 1
12923,170,Phase 3
12924,145,Phase 3
12925,7,Phase 3
12926,68,Phase 1
12927,131,Phase 1
12928,101,Phase 2
12929,124,Phase 3
12930,185,Phase 3
12931,19,Phase 2
12932,200,Phase 1
12933,113,Phase 3
12934,189,Phase 3
12935,133,Phase 3
12936,177,Phase 3
12937,65,Phase 1
12938,186,Phase 1
12939,56,Phase 1
12940,46,Phase 1
12941,79,Phase 1
12942,70,Phase 1
12943,4,Phase 3
12944,10,Phase 2
12945,14,Phase 2
12946,174,Phase 3
12947,189,Phase 2
12948,128,Phase 2
12949,46,Phase 3
12950,109,Phase 1
12951,27,Phase 3
12952,161,Phase 2
12953,16,Phase 1
12954,151,Phase 3
12955,98,Phase 2
12956,102,Phase 3
12957,192,Phase 3
12958,135,Phase 1
12959,6,Phase 1
12960,184,Phase 1
12961,95,Phase 1
12962,134,Phase 1
12963,27,Phase 2
12964,133,Phase 3
12965,96,Phase 2
12966,27,Phase 3
12967,18,Phase 2
12968,186,Phase 1
12969,64,Phase 1
12970,9,Phase 2
12971,23,Phase 2
12972,11,Phase 3
12973,165,Phase 2
12974,169,Phase 1
12975,89,Phase 3
12976,75,Phase 3
12977,167,Phase 1
12978,121,Phase 3
12979,185,Phase 2
12980,192,Phase 3
12981,132,Phase 2
12982,142,Phase 1
12983,20,Phase 2
12984,66,Phase 2
12985,167,Phase 3
12986,50,Phase 3
12987,185,Phase 1
12988,57,Phase 3
12989,100,Phase 1
12990,104,Phase 1
12991,56,Phase 2
12992,108,Phase 2
12993,146,Phase 1
12994,41,Phase 2
12995,161,Phase 2
12996,80,Phase 2
12997,166,Phase 3
12998,29,Phase 3
12999,163,Phase 1
13000,146,Phase 2
13001,12,Phase 1
13002,2,Phase 3
13003,53,Phase 1
13004,157,Phase 2
13005,55,Phase 3
13006,176,Phase 2
13007,126,Phase 1
13008,110,Phase 1
13009,6,Phase 2
13010,64,Phase 3
13011,14,Phase 1
13012,184,Phase 3
13013,130,Phase 2
13014,153,Phase 1
13015,179,Phase 1
13016,23,Phase 3
13017,17,Phase 2
13018,95,Phase 2
13019,178,Phase 3
13020,105,Phase 3
13021,37,Phase 2
13022,196,Phase 3
13023,60,Phase 1
13024,5,Phase 2
13025,42,Phase 3
13026,118,Phase 3
13027,52,Phase 2
13028,53,Phase 1
13029,151,Phase 3
13030,153,Phase 3
13031,89,Phase 1
13032,57,Phase 1
13033,133,Phase 3
13034,85,Phase 2
13035,11,Phase 3
13036,85,Phase 3
13037,163,Phase 1
13038,38,Phase 1
13039,65,Phase 3
13040,59,Phase 2
13041,55,Phase 1
13042,154,Phase 1
13043,188,Phase 2
13044,179,Phase 1
13045,20,Phase 2
13046,95,Phase 3
13047,31,Phase 2
13048,92,Phase 1
13049,91,Phase 2
13050,29,Phase 2
13051,136,Phase 3
13052,124,Phase 2
13053,190,Phase 3
13054,90,Phase 2
13055,15,Phase 1
13056,169,Phase 2
13057,51,Phase 1
13058,35,Phase 3
13059,165,Phase 1
13060,20,Phase 2
13061,115,Phase 1
13062,75,Phase 1
13063,45,Phase 2
13064,121,Phase 2
13065,188,Phase 1
13066,190,Phase 2
13067,124,Phase 2
13068,27,Phase 2
13069,180,Phase 3
13070,112,Phase 3
13071,107,Phase 3
13072,98,Phase 1
13073,178,Phase 3
13074,172,Phase 2
13075,154,Phase 3
13076,4,Phase 2
13077,109,Phase 1
13078,28,Phase 1
13079,45,Phase 1
13080,112,Phase 1
13081,199,Phase 2
13082,176,Phase 2
13083,4,Phase 2
13084,116,Phase 3
13085,150,Phase 2
13086,51,Phase 1
13087,132,Phase 2
13088,124,Phase 2
13089,149,Phase 1
13090,42,Phase 1
13091,75,Phase 1
13092,24,Phase 3
13093,116,Phase 1
13094,26,Phase 3
13095,77,Phase 3
13096,65,Phase 3
13097,4,Phase 2
13098,173,Phase 3
13099,34,Phase 1
13100,61,Phase 1
13101,125,Phase 1
13102,32,Phase 1
13103,169,Phase 2
13104,159,Phase 3
13105,172,Phase 3
13106,194,Phase 3
13107,197,Phase 3
13108,10,Phase 1
13109,153,Phase 3
13110,179,Phase 2
13111,150,Phase 1
13112,152,Phase 1
13113,82,Phase 1
13114,119,Phase 1
13115,96,Phase 1
13116,60,Phase 1
13117,12,Phase 1
13118,141,Phase 1
13119,185,Phase 3
13120,136,Phase 3
13121,19,Phase 2
13122,150,Phase 2
13123,40,Phase 2
13124,77,Phase 3
13125,156,Phase 1
13126,179,Phase 2
13127,42,Phase 1
13128,71,Phase 1
13129,115,Phase 3
13130,38,Phase 1
13131,127,Phase 3
13132,110,Phase 1
13133,31,Phase 3
13134,59,Phase 3
13135,190,Phase 2
13136,62,Phase 1
13137,195,Phase 2
13138,1,Phase 1
13139,51,Phase 3
13140,145,Phase 2
13141,105,Phase 3
13142,194,Phase 1
13143,148,Phase 1
13144,10,Phase 1
13145,14,Phase 3
13146,131,Phase 3
13147,32,Phase 2
13148,66,Phase 3
13149,138,Phase 1
13150,114,Phase 2
13151,5,Phase 2
13152,50,Phase 1
13153,143,Phase 1
13154,68,Phase 1
13155,191,Phase 1
13156,138,Phase 3
13157,116,Phase 1
13158,185,Phase 3
13159,79,Phase 2
13160,183,Phase 1
13161,93,Phase 1
13162,155,Phase 1
13163,178,Phase 2
13164,135,Phase 2
13165,149,Phase 2
13166,98,Phase 1
13167,142,Phase 2
13168,200,Phase 1
13169,51,Phase 3
13170,27,Phase 3
13171,15,Phase 1
13172,71,Phase 2
13173,154,Phase 3
13174,88,Phase 2
13175,33,Phase 3
13176,64,Phase 3
13177,35,Phase 3
13178,134,Phase 2
13179,130,Phase 1
13180,89,Phase 1
13181,79,Phase 3
13182,41,Phase 2
13183,83,Phase 3
13184,58,Phase 2
13185,32,Phase 3
13186,140,Phase 1
13187,85,Phase 1
13188,64,Phase 2
13189,48,Phase 1
13190,110,Phase 3
13191,193,Phase 2
13192,176,Phase 3
13193,52,Phase 2
13194,5,Phase 1
13195,7,Phase 1
13196,109,Phase 3
13197,42,Phase 3
13198,179,Phase 1
13199,11,Phase 3
13200,172,Phase 1
13201,30,Phase 3
13202,33,Phase 3
13203,195,Phase 2
13204,136,Phase 1
13205,75,Phase 2
13206,141,Phase 2
13207,80,Phase 1
13208,137,Phase 3
13209,19,Phase 2
13210,64,Phase 1
13211,53,Phase 1
13212,91,Phase 1
13213,124,Phase 1
13214,7,Phase 3
13215,102,Phase 1
13216,48,Phase 2
13217,132,Phase 2
13218,145,Phase 1
13219,141,Phase 3
13220,103,Phase 2
13221,181,Phase 3
13222,189,Phase 3
13223,141,Phase 3
13224,199,Phase 1
13225,154,Phase 2
13226,83,Phase 1
13227,103,Phase 1
13228,8,Phase 2
13229,169,Phase 1
13230,14,Phase 2
13231,25,Phase 1
13232,183,Phase 2
13233,113,Phase 1
13234,8,Phase 2
13235,150,Phase 1
13236,171,Phase 3
13237,148,Phase 3
13238,117,Phase 2
13239,169,Phase 2
13240,192,Phase 3
13241,100,Phase 2
13242,23,Phase 2
13243,148,Phase 1
13244,176,Phase 3
13245,72,Phase 2
13246,49,Phase 1
13247,160,Phase 3
13248,80,Phase 3
13249,159,Phase 2
13250,15,Phase 2
13251,27,Phase 1
13252,101,Phase 2
13253,108,Phase 2
13254,79,Phase 1
